timestamp,symbol,price,return,pnl,equity,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days,action,target_position,target_weight,decision_reason
2025-08-16T16:10:00,MSFT,93.5769,-0.015018,-8935.13,-1622576.15,0.521,2.121,10.621,13.021,4.64,0.531,1.355,9.221,0.092,0.34,-0.034,-0.058,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T16:15:00,NVDA,93.1373,-0.001018,-11134.73,-1633710.88,0.52,2.12,10.62,13.02,4.64,0.531,1.355,9.22,0.712,1.44,0.076,0.092,101.72,118.72,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T16:20:00,JPM,92.9262,-0.003018,-7738.26,-1641449.14,0.522,2.122,10.622,13.022,4.641,0.531,1.356,9.222,0.712,1.441,0.076,0.092,7.71,10.71,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T16:25:00,XOM,93.0811,-0.010017,-6927.99,-1648377.13,0.528,2.128,10.628,13.028,4.643,0.531,4.457,2.428,0.713,1.443,0.076,0.092,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T16:30:00,AAPL,92.8828,-0.011016,-7187.02,-1655564.15,-6.962,-6.862,1.838,-5.462,4.646,0.532,1.359,9.238,0.714,1.446,0.076,0.092,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T16:35:00,MSFT,93.0058,-0.015015,-8699.14,-1664263.29,0.55,2.15,10.65,13.05,4.65,0.533,1.363,9.25,0.095,0.35,-0.033,-0.057,7.6,10.6,1.15,0.47,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T16:40:00,NVDA,93.0833,-0.001013,-10848.52,-1675111.81,0.566,2.166,10.666,13.066,4.655,0.533,1.367,9.266,0.717,1.455,0.077,0.093,101.54,118.54,1.13,0.47,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T16:45:00,JPM,92.9795,-0.003012,-7419.53,-1682531.34,0.585,2.185,10.685,13.085,4.662,0.534,1.371,9.285,0.718,1.462,0.077,0.093,7.46,10.46,10.62,5.16,2.44,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T16:50:00,XOM,92.8143,-0.010009,-6596.41,-1689127.75,0.605,2.205,10.705,13.105,4.668,0.535,4.476,2.505,0.721,1.468,0.077,0.093,7.38,10.38,1.09,0.45,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T16:55:00,AAPL,92.8316,-0.011007,-6863.05,-1695990.8,-6.872,-6.772,1.928,-5.372,4.676,0.536,1.382,9.328,0.723,1.476,0.077,0.093,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T17:00:00,MSFT,92.9071,-0.015005,-8402.72,-1704393.52,0.652,2.252,10.752,13.152,4.684,0.538,1.388,9.352,0.105,0.384,-0.032,-0.056,7.19,10.19,1.05,0.42,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T17:05:00,NVDA,93.2376,-0.001002,-10597.86,-1714991.38,0.678,2.278,10.778,13.178,4.693,0.539,1.394,9.378,0.728,1.493,0.078,0.094,101.09,118.09,1.02,0.41,0.31,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T17:10:00,JPM,93.3507,-0.003,-7229.97,-1722221.35,0.703,2.303,10.803,13.203,4.701,0.54,1.401,9.403,0.73,1.501,0.078,0.094,7.01,10.01,10.5,5.1,2.4,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T17:15:00,XOM,93.24,-0.009997,-6479.48,-1728700.83,0.729,2.329,10.829,13.229,4.71,0.541,4.507,2.629,0.733,1.51,0.078,0.094,7.12,10.12,1.03,0.41,0.31,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T17:20:00,AAPL,93.0631,-0.010995,-6825.76,-1735526.59,-6.746,-6.646,2.054,-5.246,4.718,0.543,1.413,9.454,0.735,1.518,0.079,0.095,7.22,10.22,1.05,0.43,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T17:25:00,MSFT,93.1604,-0.014992,-8447.1,-1743973.69,0.778,2.378,10.878,13.278,4.726,0.544,1.419,9.478,0.118,0.426,-0.031,-0.055,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T17:30:00,NVDA,93.2503,-0.00099,-10720.89,-1754694.58,0.8,2.4,10.9,13.3,4.733,0.545,1.425,9.5,0.74,1.533,0.079,0.095,101.4,118.4,1.1,0.45,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T17:35:00,JPM,93.2474,-0.002988,-7423.73,-1762118.31,0.82,2.42,10.92,13.32,4.74,0.546,1.43,9.52,0.742,1.54,0.079,0.095,7.48,10.48,10.62,5.16,2.44,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T17:40:00,XOM,92.8729,-0.009986,-6731.67,-1768849.98,0.838,2.438,10.938,13.338,4.746,0.547,4.535,2.738,0.744,1.546,0.079,0.095,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T17:45:00,AAPL,92.8588,-0.010985,-7120.45,-1775970.43,-6.647,-6.547,2.153,-5.147,4.751,0.548,1.438,9.553,0.745,1.551,0.08,0.096,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T17:50:00,MSFT,92.8226,-0.014983,-8765.77,-1784736.2,0.865,2.465,10.965,13.365,4.755,0.548,1.441,9.565,0.127,0.455,-0.03,-0.054,7.66,10.66,1.17,0.48,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T17:55:00,NVDA,93.0585,-0.000983,-11043.53,-1795779.73,0.874,2.474,10.974,13.374,4.758,0.549,1.443,9.574,0.747,1.558,0.08,0.096,101.69,118.69,1.17,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T18:00:00,JPM,93.4809,-0.002982,-7730.12,-1803509.85,0.879,2.479,10.979,13.379,4.76,0.549,1.445,9.579,0.748,1.56,0.08,0.096,7.71,10.71,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T18:05:00,XOM,93.1445,-0.009982,-7002.63,-1810512.48,0.88,2.48,10.98,13.38,4.76,0.549,4.545,2.78,0.748,1.56,0.08,0.096,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T18:10:00,AAPL,93.6102,-0.010982,-7339.05,-1817851.53,-6.622,-6.522,2.178,-5.122,4.759,0.549,1.444,9.578,0.748,1.559,0.08,0.096,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T18:15:00,MSFT,93.8811,-0.014983,-8918.35,-1826769.88,0.872,2.472,10.972,13.372,4.757,0.549,1.443,9.572,0.127,0.457,-0.03,-0.054,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T18:20:00,NVDA,93.7874,-0.000984,-11120.6,-1837890.48,0.862,2.462,10.962,13.362,4.754,0.548,1.441,9.562,0.746,1.554,0.08,0.096,101.65,118.65,1.16,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T18:25:00,JPM,93.89,-0.002985,-7726.91,-1845617.39,0.85,2.45,10.95,13.35,4.75,0.547,1.437,9.55,0.745,1.55,0.079,0.095,7.6,10.6,10.65,5.17,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T18:30:00,XOM,94.2461,-0.009987,-6919.41,-1852536.8,0.834,2.434,10.934,13.334,4.745,0.547,4.533,2.734,0.743,1.545,0.079,0.095,7.54,10.54,1.13,0.47,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T18:35:00,AAPL,94.3869,-0.010988,-7181.09,-1859717.89,-6.685,-6.585,2.115,-5.185,4.738,0.546,1.429,9.515,0.742,1.538,0.079,0.095,7.46,10.46,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T18:40:00,MSFT,94.1772,-0.014991,-8695.6,-1868413.49,0.794,2.394,10.894,13.294,4.731,0.545,1.424,9.494,0.119,0.431,-0.031,-0.055,7.38,10.38,1.09,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T18:45:00,NVDA,93.9654,-0.000993,-10847.08,-1879260.57,0.772,2.372,10.872,13.272,4.724,0.544,1.418,9.472,0.737,1.524,0.079,0.095,101.29,118.29,1.07,0.44,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T18:50:00,JPM,94.0699,-0.002995,-7419.83,-1886680.4,0.747,2.347,10.847,13.247,4.716,0.542,1.412,9.447,0.735,1.516,0.078,0.094,7.19,10.19,10.55,5.12,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T18:55:00,XOM,93.8591,-0.009998,-6598.08,-1893278.48,0.722,2.322,10.822,13.222,4.707,0.541,4.506,2.622,0.732,1.507,0.078,0.094,7.09,10.09,1.02,0.41,0.31,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T19:00:00,AAPL,93.7141,-0.011,-6865.73,-1900144.21,-6.803,-6.703,1.997,-5.303,4.699,0.54,1.399,9.397,0.73,1.499,0.078,0.094,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T19:05:00,MSFT,93.3922,-0.015003,-8406.08,-1908550.29,0.671,2.271,10.771,13.171,4.69,0.539,1.393,9.371,0.107,0.39,-0.032,-0.056,7.12,10.12,1.03,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T19:10:00,NVDA,93.8923,-0.001005,-10601.67,-1919151.96,0.646,2.246,10.746,13.146,4.682,0.537,1.387,9.346,0.725,1.482,0.077,0.093,101.22,118.22,1.05,0.43,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T19:15:00,JPM,94.1851,-0.003008,-7234.05,-1926386.01,0.622,2.222,10.722,13.122,4.674,0.536,1.381,9.322,0.722,1.474,0.077,0.093,7.31,10.31,10.58,5.14,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T19:20:00,XOM,94.5036,-0.01001,-6483.76,-1932869.77,0.6,2.2,10.7,13.1,4.667,0.535,4.475,2.5,0.72,1.467,0.077,0.093,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T19:25:00,AAPL,94.3569,-0.011012,-6830.25,-1939700.02,-6.92,-6.82,1.88,-5.42,4.66,0.534,1.37,9.28,0.718,1.46,0.077,0.093,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T19:30:00,MSFT,94.2635,-0.015014,-8451.9,-1948151.92,0.562,2.162,10.662,13.062,4.654,0.533,1.365,9.262,0.096,0.354,-0.033,-0.057,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T19:35:00,NVDA,94.2934,-0.001015,-10726.17,-1958878.09,0.547,2.147,10.647,13.047,4.649,0.532,1.362,9.247,0.715,1.449,0.076,0.092,101.61,118.61,1.15,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T19:40:00,JPM,94.5103,-0.003017,-7429.71,-1966307.8,0.535,2.135,10.635,13.035,4.645,0.532,1.359,9.235,0.713,1.445,0.076,0.092,7.66,10.66,10.67,5.18,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T19:45:00,XOM,94.7483,-0.010017,-6738.61,-1973046.41,0.526,2.126,10.626,13.026,4.642,0.531,4.457,2.426,0.713,1.442,0.076,0.092,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T19:50:00,AAPL,94.5862,-0.011018,-7128.59,-1980175.0,-6.979,-6.879,1.821,-5.479,4.64,0.531,1.355,9.221,0.712,1.44,0.076,0.092,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T19:55:00,MSFT,94.3978,-0.015018,-8775.32,-1988950.32,0.52,2.12,10.62,13.02,4.64,0.531,1.355,9.22,0.092,0.34,-0.034,-0.058,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T20:00:00,NVDA,94.1149,-0.001018,-11054.64,-2000004.96,0.522,2.122,10.622,13.022,4.641,0.531,1.356,9.222,0.712,1.441,0.076,0.092,101.71,118.71,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T20:05:00,JPM,94.1279,-0.003017,-7742.88,-2007747.84,0.528,2.128,10.628,13.028,4.643,0.531,1.357,9.228,0.713,1.443,0.076,0.092,7.69,10.69,10.67,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T20:10:00,XOM,93.9004,-0.010016,-7017.0,-2014764.84,0.538,2.138,10.638,13.038,4.646,0.532,4.459,2.438,0.714,1.446,0.076,0.092,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T20:15:00,AAPL,94.0807,-0.011015,-7354.88,-2022119.72,-6.949,-6.849,1.851,-5.449,4.65,0.533,1.363,9.251,0.715,1.45,0.077,0.093,7.6,10.6,1.15,0.47,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T20:20:00,MSFT,94.218,-0.015013,-8935.37,-2031055.09,0.566,2.166,10.666,13.066,4.655,0.533,1.367,9.266,0.097,0.355,-0.033,-0.057,7.53,10.53,1.13,0.47,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T20:25:00,NVDA,94.3007,-0.001012,-11138.41,-2042193.5,0.585,2.185,10.685,13.085,4.662,0.534,1.371,9.285,0.718,1.462,0.077,0.093,101.46,118.46,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T20:30:00,JPM,94.3784,-0.003009,-7745.01,-2049938.51,0.606,2.206,10.706,13.106,4.669,0.535,1.376,9.306,0.721,1.469,0.077,0.093,7.38,10.38,10.59,5.15,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T20:35:00,XOM,94.4047,-0.010007,-6937.2,-2056875.71,0.629,2.229,10.729,13.129,4.676,0.536,4.482,2.529,0.723,1.476,0.077,0.093,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T20:40:00,AAPL,94.1483,-0.011005,-7197.91,-2064073.62,-6.847,-6.747,1.953,-5.347,4.684,0.538,1.388,9.353,0.725,1.484,0.078,0.094,7.19,10.19,1.05,0.42,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T20:45:00,MSFT,94.4952,-0.015002,-8710.77,-2072784.39,0.678,2.278,10.778,13.178,4.693,0.539,1.394,9.378,0.108,0.393,-0.032,-0.056,7.09,10.09,1.02,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T20:50:00,NVDA,94.2059,-0.001,-10859.9,-2083644.29,0.704,2.304,10.804,13.204,4.701,0.54,1.401,9.404,0.73,1.501,0.078,0.094,101.01,118.01,1.0,0.4,0.3,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T20:55:00,JPM,94.4052,-0.002997,-7429.65,-2091073.94,0.729,2.329,10.829,13.229,4.71,0.541,1.407,9.429,0.733,1.51,0.078,0.094,7.12,10.12,10.53,5.11,2.41,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T21:00:00,XOM,95.0373,-0.009995,-6604.33,-2097678.27,0.754,2.354,10.854,13.254,4.718,0.543,4.514,2.654,0.735,1.518,0.079,0.095,7.22,10.22,1.05,0.43,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T21:05:00,AAPL,95.3397,-0.010992,-6867.95,-2104546.22,-6.722,-6.622,2.078,-5.222,4.726,0.544,1.42,9.478,0.738,1.526,0.079,0.095,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T21:10:00,MSFT,95.5741,-0.01499,-8403.96,-2112950.18,0.8,2.4,10.9,13.3,4.733,0.545,1.425,9.5,0.12,0.433,-0.031,-0.055,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T21:15:00,NVDA,95.5392,-0.000988,-10595.05,-2123545.23,0.821,2.421,10.921,13.321,4.74,0.546,1.43,9.521,0.742,1.54,0.079,0.095,101.48,118.48,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T21:20:00,JPM,96.0554,-0.002986,-7222.98,-2130768.21,0.838,2.438,10.938,13.338,4.746,0.547,1.435,9.538,0.744,1.546,0.079,0.095,7.55,10.55,10.64,5.17,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T21:25:00,XOM,95.743,-0.009985,-6468.45,-2137236.66,0.853,2.453,10.953,13.353,4.751,0.548,4.538,2.753,0.745,1.551,0.08,0.096,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
